timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1659033412733,9804,Homepage,200,OK,Thread Group 1-25,text,true,,215024,117,40,40,https://ajkerdeal.com/,2277,0,784
1659033412947,11229,Homepage,200,OK,Thread Group 1-33,text,true,,215024,117,40,40,https://ajkerdeal.com/,2746,0,749
1659033412609,11707,Homepage,200,OK,Thread Group 1-20,text,true,,215024,117,40,40,https://ajkerdeal.com/,4941,0,4037
1659033412460,12141,Homepage,200,OK,Thread Group 1-14,text,true,,215024,117,40,40,https://ajkerdeal.com/,3698,0,1057
1659033412410,12371,Homepage,200,OK,Thread Group 1-12,text,true,,215024,117,40,40,https://ajkerdeal.com/,5002,0,3489
1659033412759,13656,Homepage,200,OK,Thread Group 1-26,text,true,,215024,117,40,40,https://ajkerdeal.com/,4634,0,3464
1659033412708,14396,Homepage,200,OK,Thread Group 1-24,text,true,,215024,117,40,40,https://ajkerdeal.com/,5035,0,2952
1659033412682,14430,Homepage,200,OK,Thread Group 1-23,text,true,,215024,117,40,40,https://ajkerdeal.com/,4907,0,4197
1659033412483,15208,Homepage,200,OK,Thread Group 1-15,text,true,,215024,117,40,40,https://ajkerdeal.com/,4928,0,3860
1659033413109,14630,Homepage,200,OK,Thread Group 1-40,text,true,,215024,117,40,40,https://ajkerdeal.com/,7794,0,5813
1659033412508,15723,Homepage,200,OK,Thread Group 1-16,text,true,,215024,117,40,40,https://ajkerdeal.com/,4963,0,4275
1659033412865,15404,Homepage,200,OK,Thread Group 1-30,text,true,,215024,117,40,40,https://ajkerdeal.com/,4640,0,3001
1659033412996,15976,Homepage,200,OK,Thread Group 1-34,text,true,,215024,117,40,40,https://ajkerdeal.com/,4258,0,2995
1659033412269,16854,Homepage,200,OK,Thread Group 1-2,text,true,,215024,117,40,40,https://ajkerdeal.com/,7112,0,2475
1659033412269,16949,Homepage,200,OK,Thread Group 1-3,text,true,,215024,117,40,40,https://ajkerdeal.com/,4780,0,3436
